118058 28571
3341 12413 19
3341 12745 18
3341 12761 29
3341 12851 26
3341 12905 34
3341 12949 34
3341 13177 24
3341 13608 23
3341 13964 18
3341 13978 19
3341 13999 27
3341 14026 31
3341 14172 16
3341 14196 17
3341 14197 16
3341 14251 19
3341 14284 24
3341 14326 24
3341 14356 18
3341 14376 21
3341 14591 17
3341 14787 26
3341 14788 17
3341 14898 20
3341 14938 16
3341 15204 29
3341 15206 16
3341 15216 18
3341 15225 16
3341 15470 18
3341 15684 22
3341 15695 18
3341 16154 27
3341 16155 18
3341 16264 22
3341 16478 17
3341 16974 23
3341 18002 18
3341 18097 19
3341 20988 19
3341 23053 20
3341 23382 20
3341 23440 18
3341 24575 16
3341 26185 17
3354 3882 16
3354 7136 16
3354 9441 16
3354 9746 17
3363 3397 17
3363 3423 21
3363 3431 17
3363 3510 16
3363 3544 18
3363 3590 20
3363 3640 23
3363 3643 17
3363 3644 20
3363 3648 16
3363 3652 19
3363 3681 22
3363 3687 32
3363 3767 18
3363 3882 37
3363 3901 19
3363 3909 17
3363 3935 16
3363 4024 24
3363 4245 18
3363 4650 23
3363 4651 19
3363 5150 22
3363 5279 25
3363 5298 26
3363 5415 16
3363 5860 16
3363 6117 17
3363 6571 23
3363 6624 16
3363 6998 18
3363 7132 20
3363 7136 31
3363 7153 24
3363 7542 24
3363 8164 20
3363 8345 18
3363 8653 21
3363 8669 36
3363 8708 17
3363 8753 18
3363 8789 16
3363 8936 19
3363 8937 17
3363 8951 23
3363 8981 16
3363 8983 19
3363 8986 24
3363 9041 16
3363 9065 19
3363 9082 18
3363 9159 16
3363 9169 21
3363 9189 24
3363 9253 22
3363 9265 20
3363 9384 23
3363 9441 26
3363 9526 24
3363 9661 23
3363 9663 16
3363 9732 21
3363 9746 29
3363 9779 18
3363 9938 18
3363 10004 16
3363 10129 18
3363 10267 23
3363 10336 20
3363 11078 22
3363 11251 16
3363 11267 16
3363 11352 21
3363 11724 23
3363 11982 18
3363 12062 24
3363 12159 26
3363 12176 19
3363 12187 21
3363 12212 20
3363 12413 17
3363 12745 16
3363 12761 22
3363 12821 17
3363 12851 30
3363 12905 31
3363 12948 22
3363 12949 30
3363 13177 26
3363 13608 29
3363 13831 16
3363 13943 22
3363 13964 20
3363 13999 22
3363 14026 22
3363 14112 16
3363 14251 20
3363 14284 24
3363 14356 21
3363 14376 20
3363 14482 16
3363 14591 23
3363 14597 17
3363 14621 16
3363 14695 19
3363 14755 16
3363 14787 22
3363 14788 21
3363 14858 17
3363 14898 19
3363 14938 16
3363 15189 18
3363 15204 24
3363 15470 16
3363 15554 23
3363 15684 18
3363 16154 25
3363 16264 17
3363 16349 17
3363 16405 16
3363 16464 16
3363 16478 19
3363 16744 16
3363 16891 16
3363 16974 22
3363 17039 21
3363 17381 19
3363 17604 19
3363 17607 17
3363 17617 19
3363 17802 16
3363 18305 17
3363 20023 16
3363 20988 20
3363 22009 16
3363 23195 20
3363 26185 20
3363 26386 17
3363 26416 17
3363 26959 16
3363 30179 18
3397 3687 17
3397 3882 18
3397 5298 16
3397 8669 16
3397 12905 21
3420 3640 18
3420 3687 17
3420 3882 21
3420 4650 17
3420 7132 16
3420 9746 16
3420 14284 16
3423 3640 16
3423 3644 16
3423 3882 18
3423 12851 17
3423 13608 16
3423 16154 17
3431 3652 16
3431 3687 17
3431 3882 17
3431 5298 16
3431 8669 18
3431 9746 16
3482 9425 16
3510 3590 22
3510 3643 18
3510 3882 27
3510 3909 17
3510 4024 16
3510 4650 23
3510 5298 21
3510 7136 23
3510 8669 19
3510 8934 17
3510 8951 26
3510 9253 16
3510 9441 20
3510 9661 17
3510 9746 22
3510 11087 18
3510 11617 18
3510 12159 22
3510 12821 16
3510 12851 27
3510 12905 21
3510 12949 17
3510 13964 23
3510 13978 16
3510 13999 22
3510 14026 21
3510 14196 17
3510 14251 18
3510 14787 19
3510 16154 19
3510 20988 17
3523 3590 16
3523 3882 16
3523 8669 16
3544 3882 19
3561 3882 18
3562 8669 16
3566 3687 16
3566 7136 19
3566 7153 16
3566 9189 16
3590 3643 23
3590 3687 27
3590 3767 18
3590 3882 40
3590 3909 18
3590 4650 21
3590 5150 26
3590 5279 16
3590 5298 19
3590 5317 22
3590 5415 24
3590 7136 25
3590 7153 18
3590 7222 24
3590 8164 16
3590 8652 20
3590 8653 21
3590 8669 35
3590 8789 16
3590 8910 17
3590 8934 20
3590 8946 20
3590 8951 40
3590 8983 25
3590 8986 24
3590 9003 17
3590 9065 16
3590 9169 21
3590 9189 20
3590 9253 16
3590 9428 32
3590 9441 25
3590 9526 18
3590 9746 18
3590 10067 17
3590 10122 22
3590 10242 16
3590 11078 27
3590 11617 18
3590 11797 16
3590 12062 21
3590 12159 25
3590 12176 31
3590 12197 16
3590 12247 16
3590 12347 23
3590 12761 16
3590 12851 27
3590 12905 28
3590 12949 25
3590 13174 21
3590 13177 16
3590 13794 20
3590 13964 20
3590 13978 16
3590 13999 24
3590 14026 24
3590 14215 17
3590 14251 20
3590 14271 17
3590 14284 19
3590 14364 23
3590 14379 22
3590 16154 16
3590 18699 17
3590 23861 17
3640 3644 16
3640 3652 18
3640 3681 18
3640 3687 29
3640 3882 29
3640 4024 16
3640 4245 18
3640 4315 16
3640 4650 18
3640 4651 23
3640 5279 18
3640 5298 21
3640 6096 16
3640 6278 19
3640 6571 17
3640 6624 19
3640 7132 17
3640 7153 16
3640 7542 19
3640 8653 17
3640 8669 22
3640 8753 18
3640 8986 19
3640 9159 16
3640 9189 19
3640 9384 16
3640 9441 16
3640 9746 23
3640 10267 18
3640 10336 20
3640 11078 17
3640 12062 16
3640 12187 16
3640 12761 16
3640 12851 19
3640 12905 21
3640 12949 24
3640 13177 17
3640 13608 18
3640 13831 17
3640 14284 20
3640 15554 17
3640 16154 19
3640 16264 21
3640 16974 18
3640 17381 22
3640 18179 19
3640 26185 19
3640 26416 19
3643 3882 20
3643 4650 21
3643 5150 17
3643 5298 18
3643 7136 21
3643 8669 18
3643 8946 17
3643 8951 22
3643 9253 16
3643 9441 21
3643 9746 23
3643 12159 24
3643 12851 21
3643 12905 18
3643 12949 18
3643 13177 22
3643 13964 18
3643 13999 16
3643 14026 17
3643 14787 17
3644 3687 18
3644 3882 19
3652 3687 21
3652 3882 29
3652 4024 16
3652 4650 19
3652 4651 16
3652 5279 16
3652 6096 17
3652 6571 16
3652 6624 20
3652 7153 17
3652 8936 16
3652 9041 16
3652 9199 16
3652 9384 18
3652 9545 16
3652 9746 22
3652 10004 17
3652 10096 17
3652 10267 17
3652 11696 16
3652 12851 21
3652 12905 18
3652 12949 18
3652 13999 16
3652 14026 17
3652 16974 17
3681 3687 22
3681 3882 28
3681 4024 20
3681 5150 16
3681 6571 19
3681 6942 18
3681 7542 18
3681 8653 16
3681 8669 19
3681 8708 19
3681 8753 22
3681 8761 17
3681 8934 16
3681 8951 16
3681 8986 21
3681 9169 18
3681 9384 20
3681 9441 17
3681 9545 16
3681 9746 20
3681 10267 22
3681 11078 18
3681 12062 21
3681 12187 16
3681 12413 18
3681 12575 16
3681 12761 21
3681 12851 23
3681 12905 21
3681 12949 24
3681 13608 20
3681 15204 16
3681 16154 19
3681 16478 17
3681 17381 16
3681 19429 19
3687 3882 41
3687 3909 17
3687 3935 16
3687 3948 18
3687 4024 21
3687 4245 20
3687 4315 21
3687 4486 17
3687 4536 20
3687 4650 32
3687 4651 22
3687 4883 17
3687 5150 21
3687 5279 22
3687 5298 22
3687 5317 22
3687 5415 20
3687 5723 19
3687 5860 19
3687 6096 23
3687 6278 17
3687 6571 29
3687 6624 31
3687 6942 20
3687 7117 17
3687 7132 17
3687 7136 29
3687 7153 25
3687 7222 21
3687 8345 20
3687 8556 17
3687 8652 25
3687 8653 23
3687 8669 31
3687 8753 26
3687 8756 17
3687 8761 18
3687 8946 17
3687 8951 17
3687 8983 19
3687 8986 24
3687 9082 19
3687 9159 19
3687 9169 21
3687 9189 21
3687 9199 16
3687 9253 16
3687 9384 27
3687 9425 17
3687 9545 16
3687 9663 19
3687 9732 19
3687 9746 21
3687 9938 16
3687 10004 22
3687 10096 16
3687 10152 18
3687 10242 18
3687 10267 18
3687 10336 23
3687 10472 18
3687 10626 20
3687 10952 16
3687 11078 22
3687 11352 22
3687 11696 18
3687 11982 17
3687 12062 28
3687 12159 22
3687 12187 19
3687 12396 17
3687 12589 16
3687 12761 23
3687 12851 20
3687 12905 30
3687 12910 16
3687 12914 16
3687 12949 22
3687 13177 24
3687 13608 16
3687 13831 24
3687 13999 16
3687 14284 23
3687 14326 19
3687 14591 17
3687 14752 18
3687 14787 16
3687 15204 24
3687 15216 17
3687 15470 16
3687 15554 17
3687 15684 16
3687 16154 19
3687 16155 18
3687 16264 23
3687 16478 19
3687 16974 19
3687 17381 18
3687 18179 18
3687 18305 18
3687 19429 16
3687 19451 18
3687 19823 16
3687 20988 17
3687 24414 16
3687 26185 18
3687 26416 17
3699 3882 17
3699 5298 17
3699 7136 18
3699 9253 16
3699 9526 16
3699 9746 20
3699 12159 18
3699 12851 16
3699 13964 18
3699 14787 16
3767 3882 19
3767 7132 17
3767 7136 17
3767 8653 17
3767 8669 18
3767 8937 18
3767 8951 25
3767 8983 19
3767 9169 22
3767 9189 22
3767 9441 17
3767 9661 19
3767 12761 18
3767 12905 19
3767 14326 16
3813 3882 18
3813 4650 17
3813 8669 18
3813 8753 16
3813 12062 16
3843 3882 16
3882 3898 17
3882 3901 20
3882 3909 25
3882 3935 19
3882 3955 24
3882 3961 17
3882 4015 18
3882 4024 37
3882 4059 16
3882 4315 21
3882 4317 17
3882 4342 18
3882 4357 20
3882 4481 19
3882 4486 22
3882 4518 19
3882 4524 21
3882 4536 19
3882 4545 17
3882 4650 46
3882 4651 22
3882 4782 17
3882 4883 19
3882 4990 16
3882 5150 34
3882 5262 19
3882 5279 30
3882 5298 31
3882 5317 25
3882 5339 16
3882 5354 16
3882 5415 30
3882 5628 18
3882 5686 18
3882 5706 16
3882 5723 21
3882 5772 18
3882 5860 26
3882 5887 17
3882 6011 18
3882 6096 18
3882 6117 26
3882 6367 16
3882 6571 26
3882 6624 22
3882 6662 16
3882 6942 16
3882 6998 22
3882 7020 16
3882 7117 17
3882 7132 21
3882 7136 35
3882 7153 27
3882 7222 25
3882 7542 25
3882 7609 16
3882 8158 16
3882 8164 28
3882 8223 19
3882 8345 29
3882 8556 17
3882 8629 18
3882 8652 20
3882 8653 34
3882 8669 48
3882 8687 19
3882 8708 21
3882 8745 16
3882 8753 29
3882 8756 21
3882 8761 24
3882 8789 19
3882 8910 16
3882 8934 25
3882 8936 23
3882 8937 23
3882 8946 22
3882 8951 50
3882 8981 19
3882 8983 25
3882 8986 42
3882 9003 16
3882 9041 21
3882 9065 22
3882 9082 24
3882 9159 23
3882 9169 32
3882 9189 34
3882 9199 17
3882 9253 28
3882 9265 21
3882 9384 34
3882 9425 30
3882 9428 29
3882 9441 31
3882 9526 26
3882 9545 23
3882 9661 22
3882 9663 17
3882 9732 18
3882 9746 42
3882 9779 19
3882 9879 16
3882 9938 16
3882 10004 23
3882 10045 27
3882 10047 18
3882 10067 19
3882 10096 17
3882 10122 23
3882 10129 17
3882 10242 32
3882 10245 18
3882 10267 21
3882 10336 33
3882 10383 16
3882 10472 19
3882 10626 23
3882 10952 17
3882 10956 19
3882 11078 33
3882 11087 22
3882 11251 19
3882 11267 19
3882 11352 26
3882 11369 16
3882 11452 21
3882 11617 26
3882 11657 18
3882 11696 17
3882 11720 20
3882 11724 20
3882 11735 16
3882 11785 22
3882 11797 22
3882 11814 19
3882 11864 16
3882 11982 25
3882 12041 16
3882 12054 18
3882 12062 29
3882 12077 18
3882 12156 18
3882 12159 36
3882 12176 30
3882 12187 23
3882 12212 16
3882 12247 16
3882 12347 19
3882 12413 25
3882 12427 16
3882 12431 20
3882 12740 16
3882 12741 16
3882 12745 25
3882 12761 34
3882 12821 24
3882 12851 39
3882 12905 39
3882 12909 17
3882 12910 23
3882 12915 16
3882 12919 16
3882 12948 23
3882 12949 37
3882 13161 20
3882 13166 20
3882 13174 19
3882 13177 34
3882 13299 19
3882 13564 23
3882 13608 35
3882 13831 20
3882 13943 19
3882 13964 31
3882 13978 18
3882 13999 36
3882 14005 18
3882 14009 16
3882 14026 34
3882 14085 18
3882 14110 21
3882 14172 16
3882 14174 18
3882 14177 17
3882 14196 22
3882 14197 19
3882 14251 23
3882 14284 24
3882 14353 16
3882 14356 22
3882 14364 20
3882 14376 23
3882 14379 18
3882 14591 31
3882 14597 22
3882 14695 16
3882 14752 16
3882 14766 16
3882 14787 26
3882 14788 22
3882 14898 20
3882 14938 17
3882 15187 16
3882 15204 34
3882 15206 20
3882 15216 24
3882 15273 16
3882 15404 18
3882 15448 18
3882 15470 21
3882 15554 27
3882 15684 30
3882 15695 24
3882 15715 16
3882 15993 25
3882 16044 16
3882 16154 33
3882 16155 26
3882 16264 20
3882 16302 17
3882 16349 21
3882 16405 19
3882 16478 21
3882 16550 20
3882 16743 17
3882 16744 16
3882 16891 19
3882 16969 16
3882 16974 32
3882 17039 20
3882 17381 25
3882 17617 22
3882 17624 16
3882 17713 16
3882 17754 18
3882 17794 19
3882 17802 18
3882 17804 21
3882 17834 21
3882 18097 18
3882 18179 18
3882 18305 22
3882 18699 18
3882 19429 18
3882 20023 17
3882 20988 29
3882 21662 16
3882 22009 17
3882 22802 18
3882 23053 18
3882 23195 21
3882 23231 16
3882 23295 16
3882 23382 22
3882 23440 17
3882 23488 19
3882 23505 17
3882 23636 16
3882 24128 18
3882 26185 19
3882 26416 18
3882 27449 16
3882 32221 16
3898 8669 18
3901 5298 19
3901 7136 17
3901 7153 17
3901 8345 17
3901 9746 16
3901 12159 17
3901 12905 16
3901 13608 18
3901 14376 17
3901 15204 16
3901 16154 17
3901 23195 16
3909 4650 19
3909 5298 21
3909 5723 16
3909 7136 21
3909 7153 16
3909 8669 16
3909 8951 16
3909 9384 16
3909 9441 18
3909 9746 21
3909 10045 16
3909 11617 18
3909 12159 19
3909 12851 20
3909 12905 18
3909 12949 17
3909 13177 18
3909 13964 18
3909 13999 17
3909 14284 16
3909 14591 20
3909 14597 16
3909 18305 16
3909 20988 17
3935 4650 22
3935 7136 22
3935 8951 16
3935 9441 17
3935 9746 20
3935 11078 17
3935 11352 17
3935 11724 16
3935 12159 17
3935 12761 18
3935 12851 19
3935 12905 24
3935 12949 17
3935 13964 22
3935 13999 19
3935 14026 19
3935 14326 21
3935 14788 16
3955 4024 24
3955 4524 16
3955 4650 25
3955 5150 16
3955 7136 18
3955 8669 20
3955 12905 18
3955 12949 16
3955 13299 17
3955 13608 16
3955 13999 16
3955 14026 17
3955 14591 16
3955 15204 22
3955 20988 17
3961 4650 18
3961 5298 17
3961 7136 16
3961 9746 18
3961 12159 19
3961 13964 21
3961 13999 21
3961 14026 19
4015 4650 17
4015 9189 16
4015 12905 16
4015 14591 16
4024 4315 17
4024 4342 18
4024 4486 17
4024 4524 18
4024 4650 35
4024 4883 16
4024 5150 23
4024 5279 23
4024 5298 20
4024 5772 18
4024 6011 17
4024 6096 18
4024 6571 17
4024 6624 16
4024 6942 17
4024 6998 16
4024 7117 16
4024 7132 19
4024 7136 23
4024 7153 21
4024 8164 26
4024 8652 18
4024 8653 28
4024 8669 27
4024 8753 18
4024 8761 19
4024 8937 19
4024 8951 17
4024 8986 17
4024 9082 17
4024 9169 21
4024 9189 17
4024 9253 18
4024 9265 17
4024 9384 26
4024 9425 17
4024 9441 18
4024 9526 18
4024 9746 25
4024 10242 16
4024 10267 22
4024 10336 16
4024 10472 19
4024 10952 16
4024 11078 18
4024 11352 24
4024 11394 17
4024 11724 21
4024 11982 18
4024 12062 18
4024 12159 20
4024 12187 17
4024 12386 16
4024 12396 16
4024 12413 23
4024 12575 18
4024 12761 25
4024 12821 17
4024 12851 24
4024 12905 37
4024 12914 16
4024 12949 28
4024 13157 16
4024 13177 23
4024 13299 18
4024 13564 19
4024 13608 32
4024 13831 16
4024 13964 20
4024 13999 21
4024 14026 21
4024 14110 16
4024 14251 17
4024 14353 17
4024 14356 17
4024 14376 19
4024 14591 22
4024 14787 23
4024 14788 18
4024 14898 18
4024 15204 28
4024 15206 16
4024 15216 26
4024 15225 16
4024 15554 19
4024 15684 27
4024 15908 17
4024 15993 16
4024 16154 22
4024 16264 19
4024 16302 16
4024 16478 18
4024 16550 21
4024 16974 24
4024 17381 16
4024 17617 17
4024 18305 17
4024 19429 17
4024 20988 20
4024 22009 17
4024 23382 18
4024 24128 18
4059 4650 26
4059 7136 16
4059 11724 20
4059 15206 16
4245 4651 17
4245 5272 16
4245 12949 17
4315 4536 20
4315 4650 20
4315 5339 18
4315 6278 16
4315 6624 18
4315 10096 16
4315 11696 18
4315 12905 16
4315 15204 17
4315 15554 16
4315 18305 16
4317 4650 22
4317 9746 21
4317 12905 19
4317 13964 20
4317 13999 19
4317 14026 18
4317 14196 16
4342 4782 16
4342 7132 16
4357 5150 17
4357 7136 21
4357 8669 21
4357 8951 18
4357 9082 16
4357 12761 16
4357 12851 19
4357 12905 24
4357 12949 18
4357 13177 16
4357 14284 18
4486 4650 18
4486 5150 17
4486 7153 17
4486 8669 19
4486 12413 16
4518 4650 18
4518 12949 16
4524 4650 16
4524 5686 17
4524 8669 20
4524 9441 19
4524 12851 16
4524 12949 17
4536 4650 20
4536 6624 21
4536 10336 17
4536 12905 18
4536 15684 19
4536 18179 17
4650 4651 17
4650 4786 20
4650 4853 16
4650 4883 19
4650 5150 30
4650 5272 17
4650 5279 27
4650 5298 30
4650 5415 22
4650 5449 17
4650 5535 21
4650 5723 22
4650 5733 21
4650 5772 18
4650 5860 25
4650 6011 20
4650 6096 20
4650 6117 21
4650 6278 16
4650 6367 16
4650 6460 18
4650 6571 21
4650 6624 24
4650 6942 16
4650 6998 20
4650 7132 16
4650 7136 42
4650 7153 26
4650 7542 16
4650 7609 20
4650 8164 31
4650 8345 31
4650 8556 23
4650 8581 17
4650 8643 18
4650 8653 29
4650 8669 25
4650 8753 23
4650 8756 27
4650 8761 18
4650 8789 24
4650 8910 18
4650 8934 16
4650 8937 24
4650 8946 25
4650 8951 29
4650 8986 20
4650 9065 18
4650 9082 25
4650 9159 18
4650 9189 22
4650 9253 23
4650 9300 19
4650 9384 30
4650 9425 25
4650 9441 30
4650 9526 20
4650 9545 27
4650 9746 46
4650 10045 27
4650 10047 16
4650 10096 20
4650 10122 16
4650 10186 24
4650 10240 16
4650 10242 34
4650 10245 21
4650 10267 24
4650 10336 24
4650 10466 17
4650 10472 28
4650 10589 17
4650 10626 27
4650 10857 16
4650 10952 18
4650 10956 16
4650 10973 31
4650 11078 29
4650 11087 24
4650 11352 21
4650 11394 21
4650 11452 18
4650 11584 20
4650 11617 34
4650 11662 17
4650 11696 20
4650 11720 19
4650 11724 35
4650 11785 17
4650 11982 19
4650 12062 25
4650 12077 17
4650 12121 16
4650 12159 34
4650 12176 18
4650 12187 18
4650 12212 24
4650 12413 22
4650 12731 16
4650 12745 23
4650 12761 24
4650 12821 16
4650 12851 32
4650 12905 66
4650 12910 21
4650 12919 16
4650 12949 36
4650 13131 16
4650 13161 22
4650 13166 17
4650 13174 18
4650 13177 34
4650 13299 20
4650 13564 23
4650 13608 38
4650 13756 16
4650 13831 28
4650 13943 20
4650 13964 40
4650 13971 18
4650 13978 22
4650 13999 38
4650 14009 17
4650 14026 44
4650 14085 18
4650 14110 16
4650 14172 16
4650 14174 22
4650 14177 19
4650 14196 32
4650 14197 18
4650 14251 23
4650 14279 18
4650 14284 18
4650 14326 18
4650 14356 22
4650 14376 26
4650 14591 28
4650 14597 22
4650 14752 26
4650 14787 30
4650 14788 27
4650 14789 19
4650 14898 26
4650 14938 22
4650 15011 17
4650 15189 17
4650 15204 36
4650 15206 28
4650 15216 37
4650 15225 20
4650 15260 16
4650 15273 36
4650 15302 20
4650 15394 16
4650 15404 21
4650 15448 19
4650 15470 17
4650 15554 34
4650 15612 17
4650 15684 28
4650 15695 16
4650 15908 19
4650 15949 16
4650 15993 18
4650 16044 18
4650 16154 26
4650 16155 26
4650 16236 19
4650 16260 19
4650 16264 37
4650 16302 19
4650 16349 24
4650 16383 20
4650 16405 19
4650 16550 17
4650 16662 16
4650 16891 18
4650 16974 22
4650 17039 17
4650 17381 17
4650 17604 17
4650 17617 22
4650 17713 25
4650 17771 17
4650 17794 20
4650 17802 25
4650 17804 25
4650 17818 18
4650 17834 24
4650 17843 16
4650 17966 16
4650 18002 21
4650 18015 18
4650 18097 17
4650 18176 25
4650 18179 28
4650 18305 31
4650 18394 16
4650 18699 21
4650 18894 20
4650 19261 17
4650 19329 16
4650 19696 16
4650 19766 21
4650 19823 21
4650 20023 17
4650 20988 32
4650 21662 16
4650 22009 19
4650 22152 16
4650 23053 17
4650 23195 23
4650 23276 18
4650 23295 23
4650 23364 16
4650 23382 23
4650 23429 23
4650 23432 16
4650 23440 17
4650 23488 20
4650 23502 17
4650 23505 16
4650 23678 16
4650 23714 16
4650 23797 19
4650 24117 16
4650 24128 19
4650 25254 26
4650 25462 16
4650 25561 17
4650 26409 17
4650 26416 20
4650 26561 17
4650 26959 21
4650 27639 25
4650 27671 18
4650 28571 16
4650 29887 18
4650 30485 18
4650 31655 17
4650 34688 16
4650 50229 16
4651 5150 17
4651 5279 20
4651 5298 16
4651 5415 16
4651 6571 18
4651 7542 16
4651 8669 21
4651 8986 16
4651 9746 19
4651 11078 18
4651 12949 16
4651 26185 16
4782 12905 16
4786 5298 16
4786 7136 16
4786 7153 16
4786 9746 17
4786 12905 16
4840 17656 16
4840 17657 18
5150 5279 20
5150 5298 20
5150 5317 23
5150 5415 18
5150 6367 16
5150 6571 19
5150 7136 28
5150 7153 20
5150 7542 18
5150 8164 16
5150 8345 16
5150 8556 19
5150 8643 16
5150 8652 19
5150 8653 18
5150 8669 35
5150 8753 18
5150 8761 17
5150 8789 16
5150 8937 18
5150 8951 29
5150 8986 22
5150 9082 18
5150 9169 17
5150 9189 21
5150 9253 19
5150 9384 16
5150 9428 19
5150 9441 20
5150 9526 17
5150 9746 18
5150 10242 18
5150 10267 16
5150 10336 16
5150 11078 24
5150 11352 16
5150 11724 19
5150 11982 19
5150 12062 24
5150 12159 18
5150 12176 22
5150 12187 18
5150 12212 16
5150 12347 23
5150 12380 16
5150 12761 23
5150 12851 27
5150 12905 31
5150 12949 26
5150 13177 20
5150 13608 21
5150 13831 18
5150 13943 17
5150 13978 17
5150 13999 19
5150 14026 20
5150 14251 17
5150 14284 16
5150 14356 20
5150 14364 22
5150 14376 17
5150 14379 20
5150 14591 18
5150 14755 18
5150 14787 25
5150 15216 16
5150 15554 19
5150 16154 20
5150 16155 17
5150 16264 18
5150 16974 19
5150 17039 19
5150 18179 16
5150 18305 16
5150 20988 17
5150 23382 19
5272 7153 17
5272 12949 16
5279 5339 16
5279 5415 17
5279 5550 17
5279 7132 18
5279 7153 17
5279 8669 24
5279 8789 16
5279 8910 16
5279 8936 17
5279 8951 21
5279 9189 18
5279 9425 16
5279 9746 22
5279 10267 17
5279 11078 16
5279 11352 17
5279 11982 16
5279 12159 18
5279 12851 17
5279 12905 26
5279 12949 17
5279 13177 18
5279 13564 16
5279 13608 18
5279 13964 18
5279 13999 17
5279 14026 20
5279 14251 18
5279 14787 21
5279 14788 16
5279 15204 19
5279 25254 17
5298 5317 18
5298 5415 20
5298 5563 17
5298 5723 23
5298 5860 20
5298 6117 18
5298 7136 33
5298 7153 19
5298 7222 17
5298 8164 22
5298 8345 24
5298 8653 24
5298 8669 25
5298 8789 16
5298 8951 22
5298 9065 18
5298 9082 17
5298 9159 20
5298 9189 18
5298 9253 20
5298 9384 17
5298 9441 25
5298 9526 20
5298 9693 16
5298 9746 30
5298 10045 21
5298 10047 17
5298 10067 17
5298 10122 19
5298 10245 21
5298 10267 18
5298 11078 25
5298 11087 23
5298 11394 16
5298 11617 16
5298 11724 20
5298 11785 17
5298 12062 18
5298 12159 37
5298 12212 19
5298 12745 16
5298 12761 19
5298 12851 36
5298 12905 27
5298 12949 24
5298 13174 16
5298 13177 21
5298 13608 20
5298 13943 22
5298 13964 26
5298 13978 17
5298 13999 28
5298 14026 22
5298 14174 16
5298 14196 17
5298 14251 18
5298 14284 25
5298 14356 17
5298 14376 23
5298 14591 24
5298 14597 17
5298 14787 20
5298 14788 20
5298 14898 21
5298 15189 16
5298 15204 21
5298 15216 18
5298 15554 25
5298 15684 21
5298 16154 27
5298 16264 20
5298 16349 16
5298 16405 16
5298 16891 16
5298 16974 22
5298 17617 20
5298 17802 18
5298 17804 19
5298 18097 20
5298 18305 24
5298 18699 16
5298 20988 20
5298 23195 27
5298 23321 16
5298 23382 18
5298 23765 16
5298 23797 17
5298 24128 18
5298 26386 16
5298 26959 16
5317 5415 17
5317 7136 17
5317 8652 21
5317 8669 21
5317 8951 19
5317 9428 17
5317 12159 16
5317 12347 16
5317 14364 16
5317 14379 16
5337 7132 16
5337 12761 17
5337 14284 17
5339 12761 17
5339 20023 16
5415 7136 16
5415 7222 16
5415 8345 16
5415 8669 23
5415 8951 21
5415 8983 17
5415 8986 16
5415 11078 17
5415 11982 16
5415 12159 19
5415 12347 16
5415 12905 16
5415 13174 18
5415 14026 16
5415 14364 17
5415 14376 18
5415 14379 16
5415 14787 17
5415 14898 16
5415 15204 17
5449 9746 16
5535 12905 16
5550 7153 16
5686 8669 17
5723 6624 16
5723 7136 19
5723 7153 17
5723 8669 17
5723 9441 17
5723 9746 17
5723 12159 21
5723 12851 18
5723 12905 17
5723 15554 18
5723 18305 16
5723 20988 16
5733 9746 18
5733 12905 20
5733 12949 17
5772 8669 16
5772 12905 17
5772 13608 18
5772 15554 16
5860 6624 17
5860 7132 16
5860 7136 38
5860 7153 19
5860 8345 17
5860 8936 18
5860 8951 16
5860 8986 16
5860 9384 17
5860 9746 22
5860 10045 16
5860 10267 21
5860 10336 16
5860 12159 17
5860 12761 16
5860 12851 20
5860 12905 30
5860 12949 16
5860 13964 16
5860 13999 17
5860 14026 29
5860 14196 16
5860 14284 23
5860 14326 20
5860 14376 20
5860 14787 19
5860 14898 17
5860 15204 21
5860 15216 18
5860 15225 19
5860 15554 22
5860 16154 20
5860 16155 19
5860 16264 26
5860 16405 19
5860 17604 17
5860 20023 17
6011 6460 17
6011 7132 17
6011 8937 16
6011 9082 16
6011 9545 16
6011 12905 20
6011 14938 17
6011 16302 16
6096 8652 17
6096 8653 19
6096 8669 16
6096 8753 20
6096 10267 17
6096 10952 16
6096 12413 17
6096 12761 16
6096 12851 16
6096 12905 20
6096 12949 16
6096 13831 18
6096 14284 18
6096 15204 16
6096 16264 21
6096 16478 16
6096 16974 16
6096 17381 16
6096 18305 16
6096 20023 16
6096 26185 16
6097 12949 17
6117 7136 18
6117 8669 21
6117 9746 20
6117 11352 16
6117 11617 18
6117 11724 16
6117 12159 17
6117 12851 16
6117 13177 21
6117 13964 22
6117 13999 23
6117 14026 22
6117 14787 18
6117 14788 18
6117 15204 18
6117 20988 23
6117 23231 17
6117 23382 18
6117 24128 16
6278 13831 16
6460 12905 18
6571 6624 16
6571 7136 17
6571 7153 16
6571 7605 17
6571 8653 24
6571 8669 26
6571 8753 20
6571 8761 17
6571 8789 18
6571 8937 19
6571 8951 18
6571 8986 21
6571 9082 18
6571 9169 18
6571 9189 19
6571 9199 18
6571 9384 16
6571 9441 16
6571 9545 17
6571 9732 17
6571 9746 20
6571 10267 16
6571 10336 21
6571 11982 18
6571 12062 18
6571 12761 16
6571 12851 19
6571 12905 22
6571 12949 21
6571 17381 17
6571 18176 16
6571 18179 18
6624 7136 23
6624 7153 22
6624 8556 23
6624 8653 17
6624 8669 16
6624 8753 17
6624 8756 16
6624 8937 17
6624 9082 17
6624 9189 16
